Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,OMOP concept_name,domain_id,vocabulary_id,standard_concept,concept_code,concept_id
susms_enpillshop,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,"Healthcare workers have thought that I'm pill shopping, or trying to con them into giving me prescription medications to get high or sell","0, Never|1, Not often|2, Somewhat often|3, Often|4, Very often",,,,,,,,,,susms_enacted,,"C0548865, C3825632, C1705534, C2987623",,,,,,
susms_enpoorcare,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,Healthcare workers have given me poor care,"0, Never|1, Not often|2, Somewhat often|3, Often|4, Very often",,,,,,,,,,susms_enacted,,"C0548865, C3825632, C1705534, C2987623",,,,,,
susms_antfamtrust,substance_use_stigma_mechanism_scale_susms_for_imp,How likely is it that people will treat you in the following ways in the future because of your chronic pain and/or alcohol/drug use history (including prescription pain medication)?,radio,Family members will think that I cannot be trusted.,"0, Very unlikely | 1, Unlikely | 2, Neither unlikely nor likely | 3, Likely | 4, Very likely",,,,,,,,,,susms_anticipated,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_antlookdown,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,Family members will look down on me.,"0, Very unlikely | 1, Unlikely | 2, Neither unlikely nor likely | 3, Likely | 4, Very likely",,,,,,,,,,susms_anticipated,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_anttreatdifferent,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,Family members will treat me differently.,"0, Very unlikely | 1, Unlikely | 2, Neither unlikely nor likely | 3, Likely | 4, Very likely",,,,,,,,,,susms_anticipated,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_antnotlisten,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,Healthcare workers will not listen to my concerns.,"0, Very unlikely | 1, Unlikely | 2, Neither unlikely nor likely | 3, Likely | 4, Very likely",,,,,,,,,,susms_anticipated,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_antpillshop,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,"Healthcare workers will think that I'm pill shopping, or trying to con them into giving me prescription medications to get high or sell.","0, Very unlikely | 1, Unlikely | 2, Neither unlikely nor likely | 3, Likely | 4, Very likely",,,,,,,,,,susms_anticipated,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_antpoorcare,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,Healthcare workers will give me poor care.,"0, Very unlikely | 1, Unlikely | 2, Neither unlikely nor likely | 3, Likely | 4, Very likely",,,,,,,,,,susms_anticipated,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_badperson,substance_use_stigma_mechanism_scale_susms_for_imp,How do you feel about your chronic pain and/or alcohol/drug use history (including prescription pain medication)?,radio,Experiences of chronic pain or having used alcohol/drugs makes me feel like I'm a bad person.,"0, Strongly disagree | 1, Disagree | 2, Neither disagree nor agree | 3, Agree | 4, Strongly agree",,,,,,,,,,susms_internalized,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_notasgood,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,I feel I'm not as good as others.,"0, Strongly disagree | 1, Disagree | 2, Neither disagree nor agree | 3, Agree | 4, Strongly agree",,,,,,,,,,susms_internalized,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_ashamed,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,I feel ashamed.,"0, Strongly disagree | 1, Disagree | 2, Neither disagree nor agree | 3, Agree | 4, Strongly agree",,,,,,,,,,susms_internalized,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_thinkless,substance_use_stigma_mechanism_scale_susms_for_imp,,radio,I think less of myself.,"0, Strongly disagree | 1, Disagree | 2, Neither disagree nor agree | 3, Agree | 4, Strongly agree",,,,,,,,,,susms_internalized,,"C0548865, C3825632, C1705534,
C2987623",,,,,,
susms_duepain,substance_use_stigma_mechanism_scale_susms_for_imp,,slider, For the experiences above please indicate how much your experiences are due to history of chronic pain. ,0 = Not at all | 50 = About half due to chronic pain | 100 = Very much due to chronic pain,,number,,,,,,RH,,,,"C0150055, C0548865, C3825632, C1705534, C2987623",,,,,,
susms_duealcohol,substance_use_stigma_mechanism_scale_susms_for_imp,,slider,For the experiences above please indicate how much your experiences are due to alcohol/drug use history. ,0 = Not at all | 50 = About half due to alcohol/drugs | 100 = Very much due to alcohol/drugs,,number,,,,,,RH,,,,"C3825632, C1705534, C2987623, C0548865",,,,,,
susms_total,substance_use_stigma_mechanism_scale_susms_for_imp,,calc,Total Score,"mean ([susms_enfamtrust], [susms_enlookdown], [susms_entreatdifferent], [susms_ennotlisten], [susms_enpillshop], [susms_enpoorcare], [susms_antfamtrust], [susms_antlookdown], [susms_anttreatdifferent], [susms_antnotlisten], [susms_antpillshop], [susms_antpoorcare], [susms_badperson], [susms_notasgood], [susms_ashamed], [susms_thinkless])",,,,,,,,RH,,,," @HIDDEN, C3825632, C1705534, C2987623, C0548865",,,,,,
susms_enacted,substance_use_stigma_mechanism_scale_susms_for_imp,,calc,Subscale Enacted Stigma,"mean ([susms_enfamtrust], [susms_enlookdown], [susms_entreatdifferent], [susms_ennotlisten], [susms_enpillshop], [susms_enpoorcare])",,,,,,,,RH,,,," @HIDDEN, C3825632, C1705534, C2987623, C0548865",,,,,,
susms_anticipated,substance_use_stigma_mechanism_scale_susms_for_imp,,calc,Subscale Anticipated Stigma,"mean ([susms_antfamtrust], [susms_antlookdown], [susms_anttreatdifferent], [susms_antnotlisten], [susms_antpillshop], [susms_antpoorcare])",,,,,,,,RH,,,," @HIDDEN, C3825632, C1705534, C2987623, C0548865",,,,,,
susms_internalized,substance_use_stigma_mechanism_scale_susms_for_imp,,calc,Subscale Internalized Stigma,"mean ([susms_badperson], [susms_notasgood], [susms_ashamed], [susms_thinkless])",,,,,,,,RH,,,," @HIDDEN, C3825632, C1705534, C2987623, C0548865",,,,,,
sdhfinancestrainscl,social_risk_assessment_questionnaire,Financial Resource Strain,radio,"How hard is it for you to pay for the very basics like food, housing, medical care, and heating? ","0, Not hard at all | 1, Not very hard | 2, Somewhat hard | 3, Hard | 4, Very Hard",,,,,,,,,,,,"C3658315, C3538984, C0549106",,,,,,
sdhfoodinsecurity1scl,social_risk_assessment_questionnaire,Food Insecurity,radio,"Within the past 12 months, you worried whether your food would run out before you got money to buy more.","0, Never true | 1, Sometimes true | 2, Often True",,,,,,,,,,,,"C3658315, C3538984, C3494174",,,,,,
sdhfoodinsecurity2scl,social_risk_assessment_questionnaire,,radio,"Within the past 12 months, the food you bought just didn't last and you didn't have money to get more.","0, Never true | 1, Sometimes true | 2, Often True",,,,,,,,,,,,"C3658315, C3538984, C3494174",,,,,,
sdhtransportationneed1yn,social_risk_assessment_questionnaire,"Transportation Needs
",yesno, Has the lack of transportation kept you from medical appointments or from getting medications?,,,,,,,,,,,,,"C3658315, C3538984, C4724121",,,,,,
sdhtransportationneed2yn,social_risk_assessment_questionnaire,,yesno,"Has a lack of transportation kept you from meetings, work, or from getting things needed for daily living?",,,,,,,,,,,,,"C3658315, C3538984, C4724121",,,,,,
sdhhousinginstability1txt,social_risk_assessment_questionnaire,"Housing Instability
",text," In the past 12 months, how many places have you lived?",,,number,,,,,,,,,,"C3658315, C3538984, C5541424",,,,,,
sdhhousinginstability2yn,social_risk_assessment_questionnaire,,yesno,"In the past 12 months, was there a time when you were not able to pay the mortgage or rent on time?",,,,,,,,,,,,,"C3658315, C3538984, C5541424",,,,,,
sdhhousinginstability3yn,social_risk_assessment_questionnaire,,yesno,"In the past 12 months, was there a time when you did not have a steady place to sleep or slept in a shelter (including now)? ",,,,,,,,,,,,,"C3658315, C3538984, C5541424",,,,,,
hlthlitforms,health_literacy,,radio,How often are you confident filling out forms by yourself?,"0, All of the time | 1, Most of the time | 2, Some of the time | 3, A little of the time | 4, None of the time",,,,,,,,,,,,"C2362527, C4704785",,,,,,
bpsclinicprompt,bup_primary_care_patient_satisfaction_survey,Please rate the (CLINIC NAME HERE) with respect to the following items,radio,Prompt Service,"1, Never | 2, Seldom | 3, Sometimes | 4, Frequently | 5, Always",,,,,,,,,,clin_conven,,"C4018915, C4704785",,,,,,
bpsclinicconvenient,bup_primary_care_patient_satisfaction_survey,,radio,Convenient appointments,"1, Never | 2, Seldom | 3, Sometimes | 4, Frequently | 5, Always",,,,,,,,,,clin_conven,,"C4018915, C4704785",,,,,,
bpscliniccourteous,bup_primary_care_patient_satisfaction_survey,,radio,Courteous staff,"1, Never | 2, Seldom | 3, Sometimes | 4, Frequently | 5, Always",,,,,,,,,,clin_conven,,"C4018915, C4704785",,,,,,
bpscliniccomfort,bup_primary_care_patient_satisfaction_survey,"Please rate the (CLINIC NAME HERE) with respect to the following items:
",radio,Clinic comfort,"1, Poor | 2, Fair | 3, Good | 4, Very good | 5, Excellent",,,,,,,,,,clin_comfort,,"C4018915, C4704785",,,,,,
bpsclinicqualcare,bup_primary_care_patient_satisfaction_survey,,radio,Quality of care,"1, Poor | 2, Fair | 3, Good | 4, Very good | 5, Excellent",,,,,,,,,,clin_comfort,,"C4018915, C4704785",,,,,,
bpscliniclocation,bup_primary_care_patient_satisfaction_survey,,radio,Convenience of location,"1, Poor | 2, Fair | 3, Good | 4, Very good | 5, Excellent",,,,,,,,,,clin_comfort,,"C4018915, C4704785",,,,,,
bpsstaffunderstand,bup_primary_care_patient_satisfaction_survey,,radio,How well do the clinical staff seem to understand your problems with pain [and opioid use disorder]?,"1, Do not understand at all | 2, Understand a little bit | 3, Somewhat understand | 4, Understand a lot | 5, Completely understand",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpsstaffknowledge,bup_primary_care_patient_satisfaction_survey,,radio,How competent and knowledgeable do the clinical staff seem to be about treating your pain [and opioid use disorder]?,"1, Don't know anything | 2, Know a little bit | 3, I'm not sure | 4, Know quite a lot | 5, Seem to know everything",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpsstaffinteresthelp,bup_primary_care_patient_satisfaction_survey,,radio,How interested is the clinical staff in helping you with your pain [and opioid use disorder]?,"1, Very uninterested | 2, Uninterested | 3, Neither interested nor uninterested | 4, Interested | 5, Very interested",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpsrecommend,bup_primary_care_patient_satisfaction_survey,,radio,"If a friend needed similar treatment for pain and opioid use disorder, would you recommend this clinic to them?","1, Definitely not | 2, Probably not | 3, I'm not sure | 4, Probably yes | 5, Definitely yes",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpssvchelped,bup_primary_care_patient_satisfaction_survey,,radio,Have the services you received helped you deal more effectively with your pain and opioid use disorder?,"1, No, made things worse | 2, No, didn't help | 3, I'm not sure | 4, Yes, helped a little | 5, Yes, helped a lot",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpshlpmeds,bup_primary_care_patient_satisfaction_survey,Please rate how helpful each of the following has been for you,radio,Medication,"1, Did not help at all | 2,  | 3, Somewhat helpful | 4,  | 5, Very helpful",,,,,,,,,,clin_helpful,,"C4018915, C4704785",,,,,,
bpshlptalkmd,bup_primary_care_patient_satisfaction_survey,,radio,Talking about problems with the [doctor],"1, Did not help at all | 2,  | 3, Somewhat helpful | 4,  | 5, Very helpful",,,,,,,,,,clin_helpful,,"C4018915, C4704785",,,,,,
bpshlptalksocial,bup_primary_care_patient_satisfaction_survey,,radio,Talking about problems with the [social worker/nurse/etc],"1, Did not help at all | 2,  | 3, Somewhat helpful | 4,  | 5, Very helpful",,,,,,,,,,clin_helpful,,"C4018915, C4704785",,,,,,
bpshlptreatpatient,bup_primary_care_patient_satisfaction_survey,,radio,"Being treated like a patient instead of a ""drug addict""","1, Did not help at all | 2,  | 3, Somewhat helpful | 4,  | 5, Very helpful",,,,,,,,,,clin_helpful,,"C4018915, C4704785",,,,,,
bpshlprefna,bup_primary_care_patient_satisfaction_survey,,radio,Referral to Narcotics Anonymous,"1, Did not help at all | 2,  | 3, Somewhat helpful | 4,  | 5, Very helpful",,,,,,,,,,clin_helpful,,"C4018915, C4704785",,,,,,
bpshlpmondrguse,bup_primary_care_patient_satisfaction_survey,,radio,Monitoring of drug use,"1, Did not help at all | 2,  | 3, Somewhat helpful | 4,  | 5, Very helpful",,,,,,,,,,clin_helpful,,"C4018915, C4704785",,,,,,
bpsstaffresponsive,bup_primary_care_patient_satisfaction_survey,,radio,How responsive was the clinical staff to your requests for treatment?,"1, Very unresponsive | 2, Somewhat unresponsive | 3, Neither responsive nor unresponsive | 4, Somewhat responsive | 5, Very responsive",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpsstaffconcern,bup_primary_care_patient_satisfaction_survey,,radio,How concerned is the clinical staff about you as a patient?,"1, Very unconcerned | 2, Somewhat Unconcerned | 3, Neither concerned nor unconcerned | 4, Somewhat concerned | 5, Very concerned",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpslikemosttxt,bup_primary_care_patient_satisfaction_survey,,notes,What do you like the most about receiving [intervention] at this [clinic/hospital]?,,,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpslikeleasttxt,bup_primary_care_patient_satisfaction_survey,,notes,What do you like the least about receiving [intervention] at this [clinic/hospital]?,,,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpssatisftreatment,bup_primary_care_patient_satisfaction_survey,,radio,How satisfied are you with the treatment that you have received in this [clinic/hospital]?,"1, Very dissatisfied | 2, Somewhat dissatisfied | 3, Neither satisfied nor dissatisfied | 4, Somewhat satisfied | 5, Very satisfied",,,,,,,,,,,,"C4018915, C4704785",,,,,,
bpspatientinteraction,bup_primary_care_patient_satisfaction_survey,,radio,Please rate the [clinic/hospital] with respect to interaction with other patients.,"1, Poor | 2, Fair | 3, Good | 4, Very good | 5, Excellent",,,,,,,,,,,,"C4018915, C4704785",,,,,,
overall_patient_satsifaction_score,bup_primary_care_patient_satisfaction_survey,,calc,Overall patient satsifaction score,"mean([bpsclinicprompt], [bpsclinicconvenient], [bpscliniccourteous], [bpscliniccomfort], [bpsclinicqualcare], [bpscliniclocation], [bpsstaffunderstand], [bpsstaffknowledge], [bpsstaffinteresthelp], [bpsrecommend], [bpssvchelped], [bpshlpmeds], [bpshlptalkmd], [bpshlptalksocial], [bpshlptreatpatient], [bpshlprefna], [bpshlpmondrguse], [bpsstaffresponsive], [bpsstaffconcern])",,,,,,,,,,,,"C4018915, C4704785, @HIDDEN",,,,,,
hsheovernight,utilization_of_health_serviceshealth_economics,"We'd like you to answer these questions for the medical services you've received and other relevant resources you have utilized.  When answering these questions, please do not include services received from your (insert IMPOWR intervention)",yesno,"During the past 6 months, did you stay overnight in a hospital or other treatment facility?",,,,,,,,,,,,,"C1511536, C0679922, C0019993",,,,,,
hshenumdetox,utilization_of_health_serviceshealth_economics,"During the past 6 months, how many . . .",text,...nights were you in a hospital detoxification program for your alcohol and other drug use? (across all episodes),,,number,,,,[hsheovernight] > 0,,,,,,"C1511536, C0679922, C0019993",,,,,,
hshenummntlhlth,utilization_of_health_serviceshealth_economics,,text,...nights were you in a hospital for a mental health or substance use reason (not detox)? ,,,number,,,,[hsheovernight] > 0,,,,,,"C1511536, C0679922, C0019993",,,,,,
hshenumphyshlth,utilization_of_health_serviceshealth_economics,,text,...nights were you in a hospital for your physical health (not detox)? ,,,number,,,,[hsheovernight] > 0,,,,,,"C1511536, C0679922, C0019993",,,,,,
hshenonhospdetox,utilization_of_health_serviceshealth_economics,,text,...nights were you in a non-hospital or social detoxification program from alcohol or other drugs? ,,,number,,,,[hsheovernight] > 0,,,,,,"C1511536, C0679922, C0019993",,,,,,
hsheresprogram,utilization_of_health_serviceshealth_economics,,text,... nights were you in a residential program for mental health and/or substance use?,,,number,,,,[hsheovernight] > 0,,,,,,"C1511536, C0679922, C0019993",,,,,,
hsheresnsgrhb,utilization_of_health_serviceshealth_economics,,text,"...nights were you in a residential, nursing home or other rehabilitation facility for your physical health?",,,number,,,,[hsheovernight] > 0,,,,,,"C1511536, C0679922, C0019993",,,,,,
hshenumer,utilization_of_health_serviceshealth_economics,,text,...times have you had to go to an emergency room without being admitted to the hospital?,,,number,,,,,,,,,,"C1511536, C0679922",,,,,,
hshenumothphys,utilization_of_health_serviceshealth_economics,,text,"...times have you seen another kind of health professional for your physical health (specialty doctor, physical therapist, acupuncture, massage providers, etc.)? ",,,number,,,,,,,,,,"C1511536, C0679922",,,,,,
hshenumpcp,utilization_of_health_serviceshealth_economics,,text,"...times have you seen a primary care provider (physician, nurse, nurse practitioner, or physician's assistant)?",,,number,,,,,,,,,,"C1511536, C0679922",,,,,,
